ID,period,IWZ,Direction,1. number of days,2. number of events,3. number of daytime events,4. number of days when events happened,5. average duration of each event,6. median duration of each event,7. average queue length,8. average maximum queue length of each event,9. median maximum queue length of each event,10. max maximum queue length of each event,11.percentage of queue > 1 mile,12.amount of traffic that encounters a queue,13.total traffic per day,14.percentage of traffic that encounters a queue,15.percentage of time that encounters a queue,16.total delay,17.total delay per day,18.average delay per vehicle,19.maximum delay,20.total delay when queue is present,21.percentage of delay caused by queue,22.avg delay when queue is present,23.percent of vehicles experiencing delay > 5 min,24.percent of vehicles experiencing delay > 10 min,25.percent of vehicles in queue experiencing delay > 5 min,26.percent of vehicles in queue experiencing delay > 10 min
ID,2017-02-06 to 2017-02-12,Group 5 - 4.1 - I29,2,7.000000,24.000000,6.000000,6.000000,15.208333,7.500000,1.119178,1.016667,0.550000,4.800000,0.383562,1675.000000,14983.857143,0.015966,0.036210,1920.219112,274.317016,1.098451,7.507708,152.241874,0.079284,5.454715,0.017513,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5 - 4.1 - I80,1,7.000000,13.000000,7.000000,2.000000,22.692308,10.000000,1.852542,1.615385,1.100000,4.100000,0.610169,1649.000000,18692.285714,0.012603,0.029266,1597.511775,228.215968,0.732550,5.730477,90.877076,0.056887,3.306625,0.001473,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5 - 4.1 - I80,2,7.000000,15.000000,7.000000,4.000000,9.333333,5.000000,0.635714,0.666667,0.300000,2.500000,0.178571,2283.000000,22841.000000,0.014278,0.013889,1760.597891,251.513984,0.660692,4.958583,138.458630,0.078643,3.639126,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5b and 5.4,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3071.571429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5b and 5.4,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2333.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5f,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 5f,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6 - 3.2 3a 3b - I29,1,7.000000,217.000000,145.000000,6.000000,7.764977,5.000000,0.550148,0.507373,0.400000,6.200000,0.103858,11984.000000,9418.571429,0.181768,0.167163,967.167412,138.166773,0.880184,7.731301,273.464309,0.282748,1.369166,0.003998,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6 - 3.2 3a 3b - I29,2,7.000000,48.000000,9.000000,7.000000,13.645833,5.000000,0.691603,0.554167,0.200000,4.700000,0.221374,1923.000000,10558.857143,0.026006,0.064980,1745.892804,249.413258,1.417279,7.370813,111.578033,0.063909,3.482883,0.007008,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6 - 3.2 3a 3b - US20,1,7.000000,16.000000,2.000000,4.000000,10.312500,5.000000,0.793939,0.643750,0.500000,2.100000,0.303030,497.000000,13243.571429,0.005352,0.016369,256.489938,36.641420,0.166005,2.469426,13.829664,0.053919,1.672381,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6 - 3.2 3a 3b - US20,2,7.000000,23.000000,1.000000,6.000000,19.782609,10.000000,0.752747,0.882609,0.300000,3.600000,0.274725,1203.000000,12467.857143,0.013778,0.045139,298.467561,42.638223,0.205191,3.874378,31.902884,0.106889,1.591828,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6c,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12655.000000,0.000000,0.000000,44.536572,6.362367,0.030165,0.681590,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6c,2,7.000000,1.000000,0.000000,1.000000,15.000000,15.000000,0.233333,0.300000,0.300000,0.300000,0.000000,21.000000,15584.714286,0.000185,0.001488,166.070884,23.724412,0.091337,1.051860,0.323789,0.001950,0.961751,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6e,1,7.000000,6.000000,2.000000,2.000000,8.333333,7.500000,1.510000,1.650000,0.950000,3.900000,0.400000,377.000000,15614.571429,0.003441,0.004960,28.992128,4.141733,0.015915,5.014688,8.925322,0.307853,1.423713,0.000069,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6e,2,7.000000,4.000000,1.000000,2.000000,15.000000,12.500000,1.375000,1.725000,1.450000,3.700000,0.416667,204.000000,17103.714286,0.001704,0.005952,62.892841,8.984692,0.031518,4.549871,6.748413,0.107300,1.984827,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6gh,1,7.000000,6.000000,1.000000,1.000000,11.666667,7.500000,0.221429,0.266667,0.250000,0.500000,0.000000,745.000000,28061.428571,0.003788,0.006944,588.561391,84.080199,0.179778,1.442534,11.986572,0.020366,0.966497,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 6gh,2,7.000000,4.000000,2.000000,3.000000,26.250000,12.500000,0.909524,0.725000,0.750000,1.300000,0.523810,1820.000000,27204.857143,0.009554,0.010417,784.226363,112.032338,0.247087,12.202080,156.735770,0.199860,5.168888,0.003790,0.001525,0.159602,0.159602
ID,2017-02-06 to 2017-02-12,Group 8 - 6.2 - I74,1,7.000000,19.000000,5.000000,4.000000,10.000000,5.000000,0.360526,0.394737,0.300000,1.000000,0.000000,1629.000000,22911.714286,0.010152,0.018849,1370.559878,195.794268,0.512737,2.727809,32.081553,0.023408,1.182211,0.000000,0.000000,0.000000,0.000000
ID,2017-02-06 to 2017-02-12,Group 8 - 6.2 - I74,2,7.000000,249.000000,141.000000,7.000000,27.349398,10.000000,0.154846,0.179920,0.100000,1.200000,0.002203,96397.000000,20406.714286,0.674828,0.675595,1488.978771,212.711253,0.625419,2.831824,1084.893553,0.728616,0.675268,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1 - 1.3 - I80,1,7.000000,2.000000,1.000000,2.000000,10.000000,10.000000,0.675000,0.550000,0.550000,1.000000,0.000000,159.000000,14354.285714,0.001580,0.001984,110.349384,15.764198,0.065894,2.250215,4.845775,0.043913,1.831886,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1 - 1.3 - I80,2,7.000000,1.000000,0.000000,1.000000,5.000000,5.000000,0.100000,0.100000,0.100000,0.100000,0.000000,9.000000,17039.428571,0.000071,0.000496,127.018026,18.145432,0.063895,0.878644,0.100610,0.000792,0.716210,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1c,1,7.000000,2.000000,0.000000,2.000000,5.000000,5.000000,0.600000,0.600000,0.600000,1.000000,0.000000,11.000000,3252.571429,0.000483,0.000992,1.977225,0.282461,0.005211,4.841294,0.628579,0.317910,3.428611,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4229.428571,0.000000,0.000000,10.194870,1.456410,0.020662,0.792665,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1q,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1q,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1r,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1r,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1t,1,7.000000,28.000000,0.000000,6.000000,11.071429,10.000000,0.129032,0.142857,0.100000,0.400000,0.000000,713.000000,18402.000000,0.005530,0.030754,119.965905,17.137986,0.055879,4.628575,29.385490,0.244949,2.475147,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 1t,2,7.000000,58.000000,4.000000,7.000000,9.051724,5.000000,0.307619,0.337931,0.300000,1.100000,0.019048,1207.000000,18050.000000,0.009549,0.052083,83.747432,11.963919,0.039769,4.733066,22.063630,0.263454,1.097208,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 2a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 2a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5 - 4.1 - I29,1,7.000000,6.000000,0.000000,5.000000,5.833333,5.000000,0.342857,0.383333,0.350000,0.600000,0.000000,82.000000,16103.285714,0.000722,0.003472,1135.343818,162.191974,0.604321,2.516951,2.838711,0.002500,2.093351,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5 - 4.1 - I29,2,7.000000,10.000000,2.000000,5.000000,9.500000,5.000000,0.678947,0.450000,0.350000,1.800000,0.263158,669.000000,16164.714286,0.005904,0.009425,1785.802342,255.114620,0.946933,7.865882,43.375169,0.024289,3.895466,0.001656,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5 - 4.1 - I80,1,7.000000,4.000000,1.000000,3.000000,12.500000,5.000000,0.970000,0.750000,0.450000,1.900000,0.500000,532.000000,20445.571429,0.003716,0.004960,1464.160003,209.165715,0.613822,8.203772,38.297906,0.026157,4.320473,0.001332,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5 - 4.1 - I80,2,7.000000,2.000000,0.000000,2.000000,5.000000,5.000000,0.150000,0.150000,0.150000,0.200000,0.000000,38.000000,24930.571429,0.000215,0.000992,1485.523817,212.217688,0.510743,1.946491,1.087620,0.000732,1.736333,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5b and 5.4,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3260.714286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5b and 5.4,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2394.571429,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5f,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 5f,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6 - 3.2 3a 3b - I29,1,7.000000,235.000000,178.000000,7.000000,7.042553,5.000000,0.228399,0.240000,0.200000,1.700000,0.003021,14847.000000,10614.142857,0.199826,0.164187,782.477085,111.782441,0.631896,5.955975,227.247982,0.290421,0.918380,0.000178,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6 - 3.2 3a 3b - I29,2,7.000000,35.000000,4.000000,7.000000,11.428571,5.000000,0.221250,0.260000,0.200000,1.100000,0.012500,1147.000000,11739.714286,0.013955,0.039683,1693.741935,241.963134,1.236649,3.385812,38.629130,0.022807,2.021096,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6 - 3.2 3a 3b - US20,1,7.000000,2.000000,0.000000,2.000000,5.000000,5.000000,0.200000,0.200000,0.200000,0.200000,0.000000,28.000000,13641.714286,0.000284,0.000992,173.208088,24.744013,0.108832,0.764290,0.287205,0.001658,0.634318,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6 - 3.2 3a 3b - US20,2,7.000000,19.000000,0.000000,7.000000,6.842105,5.000000,0.215385,0.252632,0.100000,1.900000,0.038462,209.000000,12464.000000,0.002394,0.012897,214.417539,30.631077,0.147455,2.426573,2.793532,0.013028,0.802611,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6c,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13358.857143,0.000000,0.000000,30.551927,4.364561,0.019603,0.357657,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16546.000000,0.000000,0.000000,153.929266,21.989895,0.079741,0.428699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6d,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6d,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6e,1,7.000000,2.000000,0.000000,2.000000,5.000000,5.000000,0.900000,0.900000,0.900000,0.900000,0.000000,29.000000,16110.142857,0.000253,0.000992,2.928586,0.418369,0.001558,1.501272,0.612488,0.209141,1.286225,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6e,2,7.000000,3.000000,1.000000,3.000000,5.000000,5.000000,0.166667,0.166667,0.200000,0.200000,0.000000,133.000000,17733.000000,0.001070,0.001488,8.437371,1.205339,0.004078,1.206244,0.794694,0.094187,0.358894,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6gh,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29123.857143,0.000000,0.000000,538.842239,76.977463,0.158586,0.548778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 6gh,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28212.571429,0.000000,0.000000,617.623585,88.231941,0.187644,0.522176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 8 - 6.2 - I74,1,7.000000,4.000000,4.000000,2.000000,8.750000,7.500000,0.300000,0.250000,0.150000,0.600000,0.000000,1318.000000,23609.285714,0.007972,0.003472,1290.297218,184.328174,0.468447,1.078241,18.346621,0.014219,0.835520,0.000000,0.000000,0.000000,0.000000
ID,2017-02-13 to 2017-02-19,Group 8 - 6.2 - I74,2,7.000000,269.000000,137.000000,7.000000,22.193309,10.000000,0.142044,0.151673,0.100000,1.800000,0.012563,85795.000000,20410.000000,0.600509,0.592262,1509.361364,215.623052,0.633877,7.009888,1029.635613,0.682166,0.720072,0.006911,0.000000,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1 - 1.3 - I80,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13054.571429,0.000000,0.000000,166.925642,23.846520,0.109602,1.355401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1 - 1.3 - I80,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15318.571429,0.000000,0.000000,209.087553,29.869650,0.116994,1.552020,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1a,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1a,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1c,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2952.142857,0.000000,0.000000,4.840887,0.691555,0.014055,0.924274,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1c,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3874.000000,0.000000,0.000000,24.863587,3.551941,0.055014,1.381424,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1q,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1q,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1r,1,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1r,2,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,NaN,0.000000,0.000000,0.000000,0.000000,NaN,NaN,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1t,1,7.000000,2.000000,2.000000,1.000000,85.000000,85.000000,1.002941,3.150000,3.150000,4.500000,0.382353,1508.000000,14965.428571,0.014389,0.016865,377.256841,53.893834,0.216074,10.897169,183.496592,0.486397,7.304154,0.017957,0.000072,0.000000,0.000000
ID,2017-02-20 to 2017-02-26,Group 1t,2,7.000000,3.000000,3.000000,2.000000,41.666667,35.000000,1.716000,3.566667,3.300000,4.400000,0.680000,1825.000000,14782.428571,0.017633,0.012401,394.359907,56.337130,0.228667,11.018135,151.312903,0.383692,4.975761,0.015877,0.001811,0.102707,0.102707
